AP,AT,PE,RH,V
1014.24,28.82,449.18,54.3,65.71
1010.92,21.3,447.89,65.09,48.92
1010.4,30.58,431.59,48.16,70.04
1009.36,21.17,447.5,81.51,52.3
1033.04,9.87,475.58,68.57,41.82
1016.77,22.18,453.24,73.16,59.8
1012.59,24.39,446.4,80.88,63.21
1025.1,10.73,476.81,85.4,44.92
1019.29,9.38,474.1,75.77,40.46
1016.66,20.27,450.71,75.76,57.76
1006.4,24.82,433.62,70.21,66.48
1011.45,16.55,465.14,55.53,41.66
1019.08,20.73,445.18,80.48,59.87
1015.3,9.51,474.12,72.41,39.22
1016.08,8.63,483.91,83.25,43.79
1010.55,6.48,486.68,82.12,40.27
1022.43,14.95,464.98,94.75,43.52
1010.83,5.76,481.4,95.79,45.87
1021.81,10.94,479.2,86.02,39.04
1005.85,15.87,463.86,78.29,41.16
1012.76,12.42,472.3,82.23,38.25
1001.31,29.12,446.51,52.86,58.84
1005.93,29.12,437.71,60.66,51.43
1001.96,19.08,458.94,62.77,41.1
1007.62,31.06,437.91,65.54,67.17
1009.96,5.72,490.76,95.4,39.33
1013.4,26.52,439.66,51.78,65.06
1007.58,13.84,463.27,63.62,44.9
1016.68,13.03,473.99,83.09,39.52
1012.83,25.94,433.38,61.81,66.49
1015.13,16.64,459.01,68.24,53.82
1016.05,14.13,471.44,72.41,40.75
1012.97,13.65,471.91,79.64,39.28
1028.2,14.5,465.15,66.95,44.47
1008.25,19.8,446.66,91.98,51.19
1009.78,25.2,438.15,64.96,63.76
1008.81,20.66,447.14,88.93,51.19
1025.53,12.07,472.32,85.62,43.71
1010.16,25.64,441.68,84.0,70.72
1009.33,23.33,440.04,89.41,72.99
1009.82,29.41,444.82,67.4,64.05
1014.5,16.6,457.26,76.75,53.16
1009.13,27.53,428.83,89.06,72.58
1009.93,20.62,449.07,64.02,43.43
1009.38,26.02,435.21,64.12,71.94
1017.59,12.75,471.03,81.22,44.2
1012.47,12.87,465.56,100.13,48.04
1019.86,25.77,442.83,58.07,62.96
1017.26,14.84,460.3,63.42,41.48
1023.07,7.41,474.25,83.32,40.71
1033.3,8.87,477.97,74.28,41.82
1019.1,9.69,472.16,71.91,40.46
1014.22,16.17,456.08,85.8,46.97
1014.9,26.24,452.41,55.58,49.82
1011.31,13.78,463.71,69.7,43.22
1006.26,26.3,433.72,63.79,67.07
1016.0,17.37,456.4,86.59,57.76
1015.41,23.6,448.43,48.28,48.98
1020.63,8.3,481.6,80.42,36.08
1001.16,18.86,457.07,98.58,42.18
1019.8,22.12,451.0,72.83,49.39
1018.48,28.41,440.28,56.07,75.6
1002.26,29.42,437.47,67.13,71.32
1004.07,18.61,443.57,84.49,67.71
1004.91,27.57,426.6,68.37,69.84
1013.12,12.83,470.87,86.07,41.5
1012.9,9.64,478.37,83.82,39.85
1013.32,19.13,453.92,74.86,58.66
1020.79,15.92,470.22,53.52,40.56
1011.37,24.64,434.54,80.61,72.24
1013.11,27.62,442.89,43.56,63.9
1013.29,8.9,479.03,89.35,36.24
1020.5,9.55,476.06,97.28,43.99
1022.62,10.57,473.88,80.49,36.71
1010.84,19.8,451.75,88.9,57.25
1012.68,25.63,439.2,49.7,56.85
1015.58,24.7,439.7,68.64,58.46
1013.68,15.26,463.6,98.58,46.18
1004.21,20.06,447.47,82.12,52.84
1013.23,19.84,447.92,78.32,56.89
1020.44,11.49,471.08,86.04,44.63
1007.99,23.74,437.55,91.36,72.43
1012.36,22.62,448.27,81.02,51.3
998.47,29.53,431.69,76.05,72.39
1016.57,21.32,449.09,71.81,48.14
1015.93,20.3,448.79,82.13,58.46
1025.21,16.97,460.21,74.27,44.92
1013.54,12.07,479.28,71.32,41.17
1032.67,7.46,483.11,74.59,41.82
1011.46,19.2,450.75,84.44,54.2
1010.43,28.64,437.97,43.39,66.54
1008.53,13.56,459.76,87.2,41.48
1020.5,17.4,457.75,77.11,44.9
1015.48,14.08,469.33,82.81,40.1
1009.74,27.11,433.28,85.67,69.75
1010.23,20.92,444.64,95.58,70.02
1021.3,16.18,463.1,74.46,44.9
1022.01,15.57,460.91,90.02,44.68
1023.95,10.37,479.35,81.93,39.04
1017.65,19.6,449.23,86.29,59.21
1021.83,9.22,474.51,85.43,40.92
1007.81,27.76,435.02,71.66,72.99
1009.43,28.68,435.45,71.33,70.72
1013.3,20.95,452.38,67.72,48.14
1019.73,9.06,480.41,84.23,39.3
1019.54,9.21,478.96,74.44,39.72
1026.58,13.65,468.87,71.48,42.74
1007.89,31.79,434.01,56.3,76.2
1013.85,14.32,466.36,68.13,44.6
1011.44,26.28,435.28,68.35,75.23
1014.51,7.69,486.46,85.23,43.02
1015.51,14.44,468.19,79.78,40.1
1022.14,9.19,468.37,98.98,41.01
1019.17,13.35,474.19,72.87,41.39
1009.52,23.04,440.32,90.93,74.22
1015.35,4.83,485.32,72.94,38.44
1014.38,17.29,464.27,72.3,42.86
1013.66,8.73,479.25,77.74,36.18
1007.0,26.21,430.4,78.29,70.32
1016.65,23.72,447.49,69.1,58.62
1006.85,29.27,438.23,55.79,64.69
1025.46,10.4,492.09,75.09,40.43
1015.13,12.19,475.36,88.98,40.75
1016.68,20.4,452.56,64.26,54.9
1015.98,34.3,427.84,25.89,74.67
1010.8,27.56,433.95,59.18,68.08
1008.48,30.9,435.27,67.48,70.8
1014.04,14.85,454.62,89.85,58.59
1020.36,16.42,472.17,50.62,40.56
1015.96,16.45,452.42,83.97,63.31
1003.19,10.14,472.17,96.51,42.02
1018.01,9.53,481.83,80.09,41.44
1021.83,17.01,458.78,84.02,49.15
1022.47,23.94,447.5,61.97,62.08
1019.04,15.95,463.4,88.51,49.25
1022.67,11.15,473.57,81.83,41.26
1009.07,25.56,433.72,90.63,70.32
1011.2,27.16,431.85,73.37,66.44
1012.13,26.71,433.47,77.5,77.95
1007.45,29.56,432.84,57.46,74.22
1007.29,31.19,436.6,51.91,70.94
1020.12,6.86,490.23,79.14,41.17
1020.58,12.36,477.16,69.24,41.74
1010.44,32.82,441.06,41.85,68.31
1007.22,25.3,440.86,95.1,70.98
1033.08,8.71,477.94,74.53,41.82
1026.56,13.34,474.47,64.85,40.8
1012.18,14.2,470.67,57.07,43.02
1013.7,23.74,447.31,62.9,65.34
1018.14,16.9,466.8,72.21,44.88
1007.4,28.54,430.91,65.99,71.94
1007.2,30.15,434.75,73.67,69.88
1010.82,14.33,469.52,88.59,42.86
1008.88,25.57,438.9,61.19,59.43
1010.51,30.55,429.56,49.37,70.04
1013.53,28.04,432.92,48.65,74.33
1005.68,26.39,442.87,56.18,49.16
1022.57,15.3,466.59,71.56,41.76
1028.04,6.03,479.61,87.46,41.14
1019.12,13.49,471.08,70.02,44.63
1016.51,27.67,433.37,61.2,59.14
1018.8,24.19,443.92,60.54,65.48
1016.74,24.44,443.5,71.82,59.14
1017.37,29.86,439.89,44.8,64.79
1008.9,30.2,434.66,67.32,69.59
1021.95,7.99,487.57,78.77,41.38
1013.76,9.93,464.64,96.02,41.62
1017.26,11.03,470.92,90.56,42.32
1014.37,22.34,444.39,83.19,63.73
1002.54,25.33,442.48,68.45,48.6
1005.25,18.87,449.61,99.19,52.08
1009.43,25.97,435.02,88.11,69.34
1021.81,16.58,458.67,79.29,43.99
1016.63,14.35,461.74,87.76,46.18
1008.09,25.06,438.31,82.56,62.39
1011.68,13.85,462.38,79.24,48.92
1019.39,16.09,460.56,67.24,44.2
1013.37,26.34,439.22,58.98,59.21
1009.71,23.01,444.64,84.22,58.79
999.8,26.39,430.34,89.12,71.25
1008.37,31.32,430.46,50.07,71.29
1009.02,16.64,456.79,98.86,45.87
994.17,13.42,468.82,95.79,41.23
1008.79,20.06,448.51,70.06,44.9
1014.67,14.8,470.77,41.71,44.71
1025.79,12.59,465.74,86.55,41.14
1005.31,26.7,430.21,71.97,66.56
1008.62,19.78,449.23,96.4,50.32
1021.91,15.17,461.89,91.73,49.15
1010.97,21.71,445.72,91.62,61.45
1013.36,19.09,466.13,59.14,39.39
1008.38,19.76,448.71,92.56,51.19
998.43,14.68,469.25,83.71,41.23
1013.04,21.3,450.56,55.43,66.86
1008.94,16.73,464.46,74.91,39.64
1014.87,12.26,471.13,89.41,41.5
1010.92,14.77,461.52,69.81,48.06
1012.04,18.26,451.09,86.01,59.15
1005.43,27.1,431.51,86.05,79.74
1009.65,14.72,469.8,80.98,40.83
1012.05,26.3,442.28,63.62,51.43
1011.84,16.48,458.67,64.16,48.92
1016.13,17.99,462.4,75.63,43.79
1015.18,20.34,453.54,80.21,59.8
1019.81,25.53,444.38,59.7,62.96
1003.39,31.59,440.52,47.6,58.9
1007.68,30.8,433.62,63.78,69.14
1023.68,10.75,481.96,89.37,45.0
1008.89,19.3,452.75,70.55,44.9
1026.4,4.71,481.28,84.42,39.42
1020.28,23.1,439.03,80.62,66.05
1005.64,32.63,435.75,52.56,73.88
1009.72,26.63,436.03,83.26,74.16
1011.03,24.35,445.6,70.64,58.49
1020.27,15.11,462.65,89.95,56.03
1005.87,29.1,438.66,51.53,50.05
1008.54,21.24,447.32,84.83,50.32
1004.85,6.16,484.55,59.68,39.48
1024.9,7.36,476.8,97.88,41.01
1023.99,10.44,480.34,85.03,39.04
1010.53,26.76,440.63,47.38,48.41
1014.27,16.79,459.48,48.08,44.6
1025.98,10.76,490.78,79.65,40.43
1019.25,6.07,483.56,83.39,38.91
1012.26,27.33,429.38,82.18,73.18
1013.49,27.15,440.27,51.71,59.21
1011.34,22.35,445.34,77.33,51.43
1013.86,21.82,447.43,72.81,65.27
1004.37,21.11,439.91,84.26,69.94
1016.11,19.95,459.27,73.23,50.59
1017.88,7.45,478.89,79.73,39.61
1012.41,15.36,466.7,62.32,41.66
1021.39,15.65,463.5,78.58,43.5
1015.04,25.31,436.21,79.88,74.33
1011.95,25.88,443.94,65.87,63.47
1012.87,24.6,439.63,80.28,63.94
1013.21,22.58,460.95,71.33,41.54
1015.99,19.69,448.69,70.33,59.14
1006.24,25.85,444.63,57.73,75.08
1005.49,10.06,473.51,99.46,37.83
1008.56,18.59,462.56,68.61,39.54
1011.07,18.27,451.76,95.91,50.16
1025.68,8.85,491.81,80.42,40.43
1011.04,30.04,429.52,51.01,68.08
1007.59,26.06,437.9,74.08,49.02
1003.18,14.8,467.54,80.73,38.73
1015.35,23.93,449.97,54.71,64.45
1003.61,23.72,436.62,73.75,66.48
1023.37,11.44,477.68,88.43,40.55
1016.04,20.28,447.26,74.66,63.86
1011.8,27.9,439.76,70.04,63.13
1015.23,24.74,437.49,74.64,59.39
1018.29,14.8,455.14,85.11,58.2
1021.76,8.22,485.5,82.97,41.03
1016.81,27.56,444.1,55.59,66.93
1006.91,32.07,432.33,49.9,70.94
1008.87,9.53,471.23,89.99,44.03
1017.93,13.61,463.89,91.61,42.34
1009.2,22.2,445.54,82.95,51.19
1007.99,21.36,446.09,92.62,59.54
1017.82,23.25,445.12,59.64,63.86
1018.29,23.5,443.31,63.0,59.21
1015.14,8.46,484.16,85.38,39.66
1019.86,8.19,477.76,85.23,40.69
1008.36,30.67,430.28,52.08,71.29
1010.39,32.48,446.48,38.05,62.04
1028.11,8.99,481.03,71.98,36.66
1007.41,13.77,466.07,90.66,47.83
1013.2,19.05,447.47,83.14,67.32
1019.83,21.19,455.93,65.22,55.5
1021.15,10.12,479.62,91.67,40.0
1014.28,24.93,455.06,66.04,47.01
1019.87,8.47,475.06,78.19,40.46
1012.59,24.52,438.89,54.47,56.85
1003.38,28.55,432.7,67.26,69.84
1011.89,20.58,452.6,72.56,50.9
1010.46,18.31,451.75,82.15,46.21
1008.16,27.18,430.66,86.32,71.06
1019.04,4.43,491.9,88.17,38.91
1010.04,26.02,439.82,72.78,74.78
1015.91,15.75,460.73,69.58,39.0
1015.14,22.99,449.7,69.86,60.95
1013.88,25.52,439.42,65.37,59.15
1013.33,27.04,439.84,52.37,65.06
1025.58,6.42,485.86,79.63,35.57
1011.81,17.04,458.1,83.14,40.12
1012.89,10.79,479.92,88.25,39.82
1019.94,20.41,458.29,55.85,56.03
1017.29,7.36,489.45,52.55,40.07
1012.17,28.08,434.0,62.74,73.42
1010.69,24.74,431.24,90.08,69.13
1003.26,28.32,439.5,54.5,47.93
1019.48,16.71,467.46,49.88,40.56
1010.0,30.7,429.27,48.96,71.58
1016.95,18.42,452.1,86.77,58.95
999.83,10.62,472.41,96.66,42.02
1002.75,22.18,442.14,70.84,69.05
1003.56,22.38,441.0,83.83,49.3
1020.76,13.94,463.07,68.22,41.58
1017.99,21.24,445.71,82.22,60.84
1017.11,6.76,483.16,87.9,39.81
1010.75,26.73,440.45,66.83,68.84
1020.6,7.24,481.83,85.36,38.06
1015.53,10.84,467.6,60.9,40.62
1004.29,19.32,450.88,83.51,52.84
1001.22,29.0,425.5,52.96,69.13
1013.95,23.38,451.87,73.02,54.42
1010.51,31.17,428.94,43.11,69.51
1002.59,26.17,439.86,61.41,48.6
1011.21,30.9,433.44,65.32,73.42
1015.12,24.92,438.23,93.68,73.68
1007.68,32.77,436.95,42.39,71.32
1021.67,14.37,470.19,68.18,40.56
1011.6,8.36,484.66,89.18,40.22
1007.56,31.45,430.81,64.79,68.27
1010.05,31.6,433.37,43.48,73.17
1014.17,17.9,453.02,80.4,48.98
1012.6,20.35,453.5,72.43,50.9
995.88,16.21,463.09,80.0,41.23
1016.25,19.36,464.56,45.65,44.6
1017.22,21.04,452.12,63.02,65.46
1015.66,14.05,470.9,74.39,40.69
1021.08,23.48,450.89,57.77,64.15
1009.85,21.91,445.04,76.8,63.76
1011.49,24.42,444.72,67.39,63.07
1022.07,14.26,460.38,73.96,40.92
1013.05,21.38,446.8,72.75,58.33
1018.34,15.71,465.05,71.69,44.06
1016.55,5.78,484.13,84.98,40.62
1017.01,6.77,488.27,87.68,39.81
1013.85,23.84,447.09,50.36,49.21
1017.16,21.17,452.02,68.11,58.16
1014.16,19.94,455.55,66.27,58.96
1029.41,8.73,480.99,89.72,41.92
1012.96,16.39,467.68,61.07,41.67
1016.65,15.28,458.76,65.0,40.0
1009.06,22.05,437.9,93.74,59.92
1011.37,18.63,450.29,71.72,48.92
1015.57,15.0,468.72,64.82,41.17
1018.42,20.46,445.22,85.89,59.21
1016.84,11.97,472.82,81.47,45.51
1009.97,26.59,438.22,70.09,59.92
1023.77,13.76,469.74,80.48,45.08
1010.27,21.41,442.85,74.54,59.43
1008.03,12.45,470.59,61.87,37.92
1010.65,10.62,477.07,62.15,39.64
1022.46,12.33,470.11,59.3,37.73
1009.38,15.63,457.44,82.8,44.9
1010.88,19.11,450.38,100.09,50.16
1001.91,21.83,453.38,41.79,41.1
1012.57,22.02,454.9,47.87,64.45
1005.8,26.54,431.78,91.16,71.98
1016.74,6.9,481.88,88.24,39.81
1018.31,13.05,472.69,64.99,34.03
1014.84,19.61,461.97,64.42,45.01
1010.45,26.26,442.18,70.61,63.73
1000.3,30.56,431.92,70.55,71.25
1014.28,21.81,444.52,83.66,63.77
1013.53,26.65,442.66,65.83,58.41
1015.07,25.18,449.01,60.76,57.5
1007.27,17.8,452.66,81.31,46.48
1010.63,33.27,430.11,43.47,66.44
1012.4,29.94,440.54,46.94,65.74
1026.96,8.51,481.83,75.34,34.69
1024.24,9.45,476.02,83.28,36.71
1011.84,24.27,438.99,77.8,60.23
1014.62,11.28,473.36,99.78,42.44
1023.64,7.93,476.37,97.23,41.01
1007.32,14.3,467.9,73.72,42.99
1019.47,24.31,442.69,58.54,63.86
1010.95,29.3,426.25,61.23,70.04
1016.46,20.43,445.58,91.78,63.09
1004.5,10.94,459.69,86.29,39.69
1011.23,23.04,442.01,64.27,57.32
1009.27,25.37,442.38,63.06,44.89
1006.76,21.1,442.78,86.08,49.16
1011.14,20.4,450.07,92.47,57.85
1005.29,20.51,448.0,80.7,48.6
1013.34,12.15,474.15,95.05,38.78
1009.0,15.27,467.01,84.12,41.16
1018.02,23.78,441.56,78.06,60.27
1017.55,22.01,441.9,83.82,60.84
1008.39,24.72,438.52,81.03,77.54
1013.99,28.84,435.75,76.05,73.03
1012.9,26.53,439.96,66.73,54.2
1012.92,19.82,456.87,51.92,41.67
1019.92,16.69,469.9,51.43,40.56
1020.25,20.36,455.34,72.96,56.53
1003.27,18.6,446.98,84.21,68.28
1015.73,12.54,475.02,84.29,40.1
1015.29,14.54,463.03,94.48,46.18
1005.98,30.97,428.26,55.6,67.9
1007.52,26.54,431.31,72.04,71.14
1017.54,25.2,444.16,55.53,59.21
1018.5,13.17,468.82,83.77,38.52
1009.85,8.53,481.03,90.95,40.77
1017.46,24.06,445.91,48.04,58.2
1021.81,12.25,474.77,59.0,41.38
1025.78,14.7,472.85,50.96,40.8
1014.38,15.75,468.6,76.29,39.39
1010.49,29.45,438.11,64.87,74.16
1014.91,30.22,434.3,34.9,68.3
1009.23,26.96,429.03,89.62,72.58
1015.61,18.48,452.52,85.14,58.59
1015.09,17.78,456.11,91.9,50.66
1018.84,6.64,481.53,74.94,39.04
1013.4,21.83,443.41,85.82,63.13
1012.5,13.92,465.67,80.28,39.58
1007.57,12.14,472.84,73.22,40.27
1014.39,15.64,466.51,76.93,38.28
1020.5,16.0,461.5,80.89,44.9
1016.81,9.75,481.34,82.42,43.69
1011.34,13.56,467.09,94.02,43.67
1023.25,7.94,488.01,80.84,40.56
1011.4,20.46,448.1,84.0,54.2
1011.48,18.23,448.64,91.35,62.26
1017.49,23.14,446.57,53.19,63.94
1013.21,20.55,448.66,73.18,46.21
1003.8,23.58,440.44,74.62,49.3
1017.47,14.51,463.37,81.95,42.77
1015.51,10.05,471.68,84.21,40.71
1009.47,26.91,436.84,55.26,61.5
1001.68,15.66,463.57,86.26,41.35
1010.39,30.07,437.38,57.53,69.82
1009.94,24.28,440.07,77.08,68.31
1019.57,12.57,473.67,72.44,39.3
995.24,11.01,473.96,98.62,42.02
1008.54,23.3,437.62,92.11,72.99
1010.03,28.76,437.42,58.24,60.23
1008.2,21.4,450.22,60.34,68.28
1006.0,30.33,435.53,54.99,68.67
1003.92,18.89,443.54,86.12,67.71
1005.58,18.83,454.23,77.07,47.83
1016.26,12.32,471.6,83.18,43.69
1013.25,25.15,440.96,72.31,68.51
1019.76,17.06,460.82,80.9,52.9
1007.53,23.68,440.68,86.05,49.02
1013.4,11.95,474.56,92.51,39.82
1015.85,25.39,441.51,62.59,58.79
1024.31,11.52,479.56,73.49,40.8
1020.86,19.69,455.32,73.41,56.65
1009.42,26.1,437.18,85.4,74.16
1003.85,27.44,436.42,76.65,74.9
1017.62,27.35,439.6,55.26,66.05
1013.86,25.7,437.04,56.91,69.45
1011.63,24.54,448.11,57.62,58.66
997.39,14.87,465.01,82.06,41.23
1011.52,14.05,475.54,66.21,40.35
1012.64,25.69,432.82,86.35,73.18
1005.06,31.01,426.64,46.16,67.69
1008.67,9.46,481.95,78.16,42.28
1021.93,7.71,482.19,87.04,40.77
1016.0,15.69,462.18,83.88,37.64
1013.23,26.45,444.9,60.92,64.27
1017.2,22.86,452.34,67.11,60.08
1019.41,21.61,449.26,78.2,49.39
1008.22,25.66,432.82,78.42,77.54
1008.15,22.48,444.71,75.41,71.29
1015.27,21.58,451.88,63.15,63.87
1007.97,25.94,432.88,84.82,77.24
1018.6,16.45,462.66,85.14,44.68
1017.79,27.88,443.24,40.0,63.87
1016.0,26.62,441.22,43.24,65.12
1004.22,27.94,436.75,35.46,49.16
1007.8,5.02,481.03,99.22,45.87
1006.16,31.87,437.0,45.66,71.22
1010.56,24.49,447.57,64.03,68.61
1006.23,30.42,430.9,54.19,67.69
1012.9,20.85,444.44,75.97,59.21
1017.75,13.18,470.88,82.29,40.03
1017.76,5.37,487.07,76.48,38.68
1007.94,31.81,432.6,55.91,69.88
1016.1,20.55,452.52,63.89,48.98
1006.78,22.49,437.57,73.76,69.84
1023.09,12.57,471.87,77.28,39.18
1008.51,27.35,432.31,65.81,69.48
1020.73,17.82,457.35,70.25,49.15
1006.82,23.25,442.76,76.37,56.9
1024.94,9.37,471.13,75.03,40.11
1017.18,24.43,444.89,46.84,58.2
1020.62,20.04,449.63,78.84,49.39
1014.1,10.06,473.0,85.7,43.22
1008.87,21.44,443.3,87.56,50.78
1010.63,29.04,433.97,56.6,62.26
1023.04,8.83,478.87,86.08,41.26
1010.79,24.19,440.87,62.04,46.21
1026.42,11.97,468.81,70.75,41.04
1017.16,19.43,458.46,67.41,52.9
1013.41,15.59,457.54,91.97,45.09
1018.02,13.23,462.21,97.49,42.34
1006.36,16.34,462.56,75.52,41.16
1011.28,28.1,437.5,59.05,61.02
1012.32,26.08,434.24,89.0,70.32
1006.39,24.44,440.2,49.05,52.84
1015.5,18.37,460.25,67.79,58.96
1009.3,22.93,443.57,82.8,51.19
1006.48,29.67,429.28,64.98,73.67
1025.78,12.15,472.59,93.69,43.71
1018.73,15.67,462.09,94.74,45.17
1006.91,14.7,460.63,85.65,48.6
1005.88,27.33,438.97,56.16,52.84
1012.58,12.55,474.35,75.44,38.91
1009.34,31.42,425.98,57.16,69.13
1007.49,15.44,469.28,82.14,39.54
1008.26,24.19,446.3,64.25,47.45
1027.69,6.05,481.02,86.93,41.14
1012.35,13.94,471.64,88.78,42.86
1010.23,5.79,480.97,95.41,45.87
1009.78,27.01,442.57,81.29,69.75
1017.01,9.59,481.3,60.1,38.56
1013.28,27.46,435.36,63.73,69.98
1008.0,22.63,441.92,82.27,70.47
1009.38,28.11,432.98,72.81,77.95
1013.42,18.87,451.4,68.78,44.06
1021.41,15.5,453.99,77.92,49.25
1024.4,3.73,488.58,82.42,39.42
1010.6,26.41,428.52,77.79,68.24
1011.65,17.83,456.56,77.31,66.86
1009.78,13.44,469.89,99.13,37.85
1014.75,14.62,462.26,96.81,46.18
1015.93,19.7,464.41,47.39,43.79
1019.67,6.06,489.62,84.7,41.17
1001.45,15.89,465.76,74.37,38.73
1008.66,31.63,436.89,61.81,69.59
1018.29,18.99,468.35,54.71,44.58
1022.65,13.96,460.95,73.08,40.92
1016.82,20.21,454.23,66.56,54.9
1023.78,15.14,463.58,75.0,49.64
1014.86,18.97,466.17,46.31,44.85
1007.95,21.36,448.13,79.38,52.3
1006.44,29.48,435.09,64.46,64.69
1011.19,21.1,448.8,83.49,62.66
1010.3,26.51,431.82,57.4,70.32
1009.81,30.93,437.35,41.46,61.5
1016.4,11.64,478.99,73.18,41.44
1021.47,7.26,483.58,83.15,36.08
1018.34,16.36,468.53,76.0,44.88
1019.87,17.43,449.36,92.77,63.09
1013.19,10.37,473.1,79.25,37.5
1006.4,22.8,439.65,77.05,49.16
1010.22,21.0,447.29,95.11,70.02
1022.54,12.68,479.69,77.19,45.0
1017.81,12.35,471.65,82.49,44.2
1017.91,7.09,485.04,92.37,43.13
1011.87,28.9,438.53,46.56,68.12
1004.62,26.82,437.42,40.0,69.05
1020.3,11.02,469.31,86.64,40.71
1010.28,14.95,459.31,93.62,43.72
1021.5,16.58,458.87,83.38,44.68
1010.8,31.73,430.46,61.81,73.42
1021.03,8.58,482.26,84.37,38.38
1011.19,28.08,430.8,73.1,73.17
1007.95,31.01,429.46,43.57,67.83
1011.66,26.94,448.6,58.34,59.87
1016.52,10.2,462.87,98.09,41.62
1011.73,9.2,484.04,85.95,39.99
1012.2,27.69,432.57,82.27,70.32
1010.02,25.71,432.46,66.39,71.14
1005.11,18.22,465.78,79.0,39.63
1008.95,16.81,462.19,74.25,42.42
1007.47,30.63,430.38,46.52,74.22
1013.56,12.11,469.93,93.21,38.28
1017.36,23.75,449.57,64.04,60.29
1006.93,33.96,427.06,47.39,68.94
1013.07,29.35,439.47,42.45,54.2
1006.9,23.07,442.97,86.98,50.05
1013.37,12.91,469.71,71.52,41.66
1019.65,6.25,484.14,71.27,39.04
1017.04,19.8,449.66,87.71,58.79
1006.79,31.38,426.67,52.79,68.27
1025.37,10.62,470.8,96.64,39.96
1019.87,6.89,484.0,72.77,43.65
1001.79,16.3,465.7,73.45,38.73
1020.13,14.82,473.17,74.88,44.58
1010.5,22.97,440.81,88.47,63.94
1008.89,31.15,437.55,61.08,66.25
1021.3,15.69,468.43,52.69,41.93
1005.7,26.65,436.65,65.09,66.48
1011.49,29.38,445.42,54.96,73.42
1018.61,16.77,459.38,95.86,49.39
1012.04,22.77,440.67,82.43,70.32
1010.93,15.91,459.73,62.81,44.99
1013.02,24.33,442.93,64.81,68.08
1020.79,19.69,457.17,66.94,56.65
1003.02,31.76,430.18,49.64,66.54
1031.55,14.47,466.64,66.73,42.86
1006.75,27.2,430.32,80.67,72.43
1016.24,17.29,461.38,77.56,44.06
1011.74,25.44,441.91,77.83,63.13
1015.07,16.98,464.01,53.51,43.7
1006.67,22.65,447.01,77.42,68.67
1007.16,26.41,436.71,66.02,60.93
1019.01,19.78,448.34,78.39,63.09
1015.03,19.26,451.85,85.74,65.61
1016.79,22.25,451.64,69.02,59.8
1015.39,7.1,480.36,92.1,35.77
1001.26,18.53,457.26,64.08,39.72
1002.13,30.47,434.68,63.7,77.3
1008.12,27.34,438.76,72.22,71.64
1009.36,29.8,437.65,64.74,69.34
1016.35,22.69,446.91,72.02,65.12
1019.92,18.58,452.94,60.24,49.25
1018.92,14.16,464.91,76.34,44.06
1011.15,28.33,432.67,70.04,78.92
1007.88,28.31,432.5,47.0,70.32
1017.08,21.5,453.8,65.28,50.59
1011.5,29.24,440.29,64.14,64.33
1012.71,25.15,436.0,63.46,66.49
1016.1,15.48,462.69,64.77,53.82
1006.99,16.07,458.18,86.49,47.83
1013.41,18.02,458.01,82.84,53.16
1004.56,14.99,466.85,98.9,41.35
1011.05,29.62,438.55,63.13,71.8
1018.92,25.04,441.6,52.79,63.86
1027.74,11.45,476.28,78.6,40.8
1016.66,18.96,461.96,71.95,44.58
1015.39,26.54,440.04,51.22,66.51
1017.33,22.3,453.27,75.85,67.25
1018.84,14.7,469.6,68.19,41.39
1015.34,9.14,483.57,88.91,40.6
1012.4,6.14,489.26,75.35,38.5
1021.3,11.24,469.3,95.19,42.34
1009.33,30.55,432.6,73.38,71.06
1015.11,14.9,464.82,77.33,52.05
1013.14,10.25,474.37,70.73,37.14
996.32,3.26,489.38,100.0,41.31
1018.26,27.54,440.87,57.89,75.6
1017.99,13.65,466.06,87.04,44.6
1002.19,22.08,455.04,46.69,41.1
1001.02,24.93,429.53,85.14,69.05
1008.51,27.58,430.53,87.99,71.97
1005.35,32.14,439.22,49.92,75.08
1015.48,16.98,464.27,51.77,44.85
1018.94,13.25,470.46,72.1,34.03
1009.82,25.9,443.8,35.42,48.92
1011.93,30.27,438.68,65.72,64.05
1008.84,22.37,449.08,82.06,50.78
1009.81,21.93,448.75,81.15,57.17
1003.22,29.65,433.32,71.09,74.9
1002.27,18.32,458.46,95.99,42.18
1006.95,22.76,450.31,74.07,44.05
1015.04,8.95,485.21,81.53,43.56
1019.57,13.12,469.09,89.29,44.21
1007.27,21.18,449.93,73.67,44.57
1011.61,16.71,459.4,95.82,46.18
1014.65,15.01,465.84,61.82,43.56
1011.34,25.96,432.82,71.57,68.08
1013.29,33.4,432.44,47.78,69.98
1020.84,17.4,453.0,92.58,63.09
1025.4,6.49,486.8,79.67,35.57
1011.26,6.01,482.79,90.72,35.79
1007.92,29.97,433.82,66.74,69.14
1020.33,21.33,445.02,72.13,63.86
1006.84,23.27,438.08,70.53,64.69
1010.92,28.3,445.19,61.83,59.27
1011.44,5.74,482.0,95.94,45.87
1008.41,21.67,445.31,85.99,50.32
1013.66,20.06,461.02,83.23,47.03
1009.02,8.25,480.38,81.09,37.49
1008.41,22.61,444.74,79.4,50.32
1009.87,26.31,432.92,84.16,71.29
1014.96,25.03,449.48,62.23,57.5
1019.59,11.44,478.52,79.95,41.39
1007.56,25.14,438.53,79.02,49.02
1010.23,30.91,435.7,59.36,69.75
1008.4,31.54,431.87,71.77,71.06
